100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 
100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 
94.17 ,92.71 ,86.25 ,93.33 ,94.17 ,92.13 
100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 
75.63 ,75.42 ,78.96 ,75.21 ,85.00 ,78.04 
100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 
96.25 ,90.42 ,93.75 ,98.13 ,98.13 ,95.33 
92.71 ,99.17 ,96.04 ,100.00 ,93.75 ,96.33 
93.75 ,97.50 ,96.67 ,95.00 ,96.67 ,95.92 
87.50 ,87.50 ,87.71 ,87.50 ,87.50 ,87.54 
100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 
94.58 ,95.21 ,97.29 ,95.42 ,98.54 ,96.21 
87.50 ,87.50 ,87.50 ,87.71 ,87.50 ,87.54 
77.50 ,75.42 ,87.08 ,75.00 ,75.00 ,78.00 
97.08 ,96.25 ,98.13 ,94.38 ,98.75 ,96.92 
96.04 ,92.71 ,85.83 ,94.38 ,89.58 ,91.71 
,,,,,93.48 
