64.79 ,80.63 ,75.00 ,77.50 ,75.00 ,74.58 
87.50 ,75.00 ,91.46 ,86.67 ,73.96 ,82.92 
86.25 ,75.63 ,42.71 ,75.00 ,78.54 ,71.62 
75.00 ,75.00 ,75.00 ,62.50 ,75.00 ,72.50 
87.50 ,75.00 ,75.21 ,75.00 ,84.17 ,79.38 
93.33 ,75.21 ,98.96 ,100.00 ,96.88 ,92.88 
95.63 ,93.54 ,96.25 ,86.67 ,94.58 ,93.33 
73.75 ,96.88 ,92.71 ,87.29 ,100.00 ,90.13 
76.25 ,87.50 ,98.33 ,87.50 ,88.75 ,87.67 
68.54 ,62.29 ,92.29 ,66.25 ,86.88 ,75.25 
75.00 ,100.00 ,75.00 ,100.00 ,100.00 ,90.00 
100.00 ,94.17 ,100.00 ,100.00 ,100.00 ,98.83 
50.00 ,70.42 ,85.21 ,80.83 ,75.00 ,72.29 
62.50 ,75.00 ,76.46 ,100.00 ,87.50 ,80.29 
83.33 ,76.04 ,100.00 ,100.00 ,75.00 ,86.88 
95.83 ,87.50 ,100.00 ,100.00 ,99.58 ,96.58 
,,,,,84.07 
